##SYN
	29	0	0	
00066397	4	0	0	an unexpected omission; 'he resented my failure to return his call'; 'the mechanic's failure to check the brakes'
00066636	4	0	0	an act that fails; 'his failure to pass the test'
00066901	4	0	0	failure to reach a minimum required performance; 'his failing the course led to his disqualification'; 'he got two flunks on his report'
00067153	4	0	0	complete failure; 'all my efforts led to naught'
00067254	4	0	0	an unexcused absence from class; 'he was punished for taking too many cuts in his math class'
00067397	4	0	0	loss due to not showing up; 'he lost the game by default'
00067526	4	0	0	the act of losing someone or something; 'everyone expected him to win so his loss was a shock'
00067707	4	0	0	the act of surrendering (usually under agreed conditions); 'they were protected until the capitulation of the fort'
00067990	4	0	0	an act of hindering someone's plans or efforts
00068170	4	0	0	an improbable and unexpected victory; 'the biggest upset since David beat Goliath'
00068333	4	0	0	a failure to maintain a higher state
00068617	4	0	0	habitual relapse into crime
00068755	4	0	0	an act (or failure to act) that disappoints someone
00068901	4	0	0	a failure to perform some promised act or obligation
00069060	4	0	0	a failure to face some difficulty squarely
00069173	4	0	0	a breach of a legal duty; failure to do something that is required in a contract
00069444	4	0	0	a breach of contract committed prior to the time of required performance
00069604	4	0	0	a breach of due care
00069685	4	0	0	a failure of the seller's guarantee of good title
00069815	4	0	0	failure to keep a promise (of marriage)
00069918	4	0	0	violation (either through fraud or negligence) by a trustee of a duty that equity requires of him
00070077	4	0	0	larceny after trust rather than after unlawful taking
00070215	4	0	0	a breach that occurs when an item is deficient according to the terms of a warranty
00070363	4	0	0	the act of deviating from a vertical position
00070462	4	0	0	a breach serious enough to destroy the value of the contract and to give a basis for an action for breach of contract
00070641	4	0	0	the act of motivating; providing incentive
00070807	4	0	0	a breach that does not destroy the value of the contract but can give rise to a claim for damages
00070965	4	0	0	a wrong action attributable to bad judgment or ignorance or inattention; 'he made a bad mistake'; 'she was quick to point out my errors'; 'I could understand his English in spite of his grammatical faults'
00071546	4	0	0	(tennis) two successive faults in serving resulting in the loss of the point
00071700	4	0	0	a fault that occurs when the server in tennis fails to keep both feet behind the baseline
00071864	4	0	0	the momentary juggling of a batted or thrown baseball; 'the second baseman made a bobble but still had time to throw the runner out'
00072068	4	0	0	(baseball) a failure of a defensive player to make an out when normal play would have sufficed
00072261	4	0	0	an act that brings discredit to the person who does it; 'he made a huge blot on his copybook'
00072473	4	0	0	a mistake that results from taking one thing to be another; 'he changed his name in order to avoid confusion with the notorious outlaw'
00072691	4	0	0	the mistake of incurring liability or blame
00072808	4	0	0	a mistake in calculating
00073032	4	0	0	a miscalculation that recoils on its maker
00073177	4	0	0	(mathematics) a miscalculation that results from rounding off numbers to a convenient number of decimals; 'the error in the calculation was attributable to rounding'; 'taxes are rounded off to the nearest dollar but the rounding error is surprisingly small'
00073525	4	0	0	(mathematics) a miscalculation that results from cutting off a numerical calculation before it is finished
00073713	4	0	0	the mistake of misrepresenting the facts
00073828	4	0	0	a minor inadvertent mistake usually observed in speech or writing or in small accidents or memory lapses etc.
